"251199995";BEŁCHATÓW;51,4;19,3667;205;3346;10;1986;1995;k
"250239995";BEŁŻEC;50,3833;23,4333;265;7627;41;1951;1992;o
"252239995";BIAŁA PODLASKA;52,013;23,153;0;18034;51;1950;2000;ko
"251209995";BIAŁA RAWSKA;51,8;20,4667;165;444;4;1988;1992;o
"249200450";BIAŁKA TATRZAŃSKA;49,4128;20,105;680;12834;67;1951;2018;o
"251200080";BIAŁOBRZEGI;51,6572;20,9508;116;10268;67;1951;2018;o
"253220040";BIAŁOBRZEGI N/NETTĄ;53,8056;22,9672;125;12928;66;1951;2018;o
"254159998";BIAŁOGARD;54;15,9833;24;1582;5;1988;1992;k
"253179993";BIAŁOŚLIWIE;53,1;17,1333;60;6303;41;1950;1992;o
"252230120";BIAŁOWIEŻA;52,7072;23,8478;163;24196;67;1951;2018;k
"353230295";BIAŁYSTOK;53,1072;23,1622;148;24592;68;1951;2018;sk
"253220070";BIEBRZA;53,6506;22,5783;115;22705;63;1956;2018;k
"249210070";BIECZ-GRUDNA;49,7353;21,2956;285;21731;60;1956;2015;k
"250170350";BIELICE;50,2778;17,0064;685;10839;57;1957;2014;o
"252149998";BIELINEK;52,95;14,15;0;4151;31;1950;1980;o
"250200060";BIELINY KAPITULNE;50,85;20,9333;300;1894;12;1985;1997;o
"252239998";BIELSK PODLASKI;52,76;23,16;100;13561;44;1950;1993;ko
"349190600";BIELSKO-BIAŁA;49,8072;19,0003;396;24592;68;1951;2018;sk
"249199993";BIEŃKÓWKA;49,7667;19,7667;475;1881;10;1985;1994;o
"251150320";BIERNA;51,0361;15,1194;270;12127;68;1950;2018;o
"250190380";BIERUŃ STARY;50,0842;19,0947;255;22158;69;1950;2018;ko
"251170270";BIERUTÓW;51,1189;17,5447;140;10563;66;1952;2018;o
"250170020";BIESTRZYKOWICE;50,9883;17,765;160;10997;63;1951;2014;o
"253140080";BINOWO;53,3081;14,6503;55;8215;62;1956;2018;o
"249220060";BIRCZA;49,6872;22,4811;324;13914;41;1957;1997;ko
"253200030";BISKUPIEC K/OLSZTYNA;53,855;20,9594;150;5411;27;1991;2018;o
"253209997";BISKUPIEC K/OLSZTYNA;null;null;0;8748;25;1961;1986;ko
"253190130";BISKUPIEC N/OSĄ;53,485;19,3814;100;10518;67;1950;2018;o
"251150010";BOBROWICE;51,9572;15,0825;60;7989;50;1964;2014;o
"252170050";BOBROWNIKI;52,8164;17,1328;90;3637;23;1996;2018;o
"252179998";BOBROWNIKI;52,8167;17,1333;105;2981;9;1987;1995;k
"251190180";BOBRY;51,0272;19,4056;210;10811;68;1950;2018;o
"249209999";BOCHNIA;49,9833;20,4;200;11595;38;1950;1988;ko
"252230140";BOĆKI;52,6511;23,0353;140;9662;63;1951;2014;o
"252140120";BOCZÓW;52,325;14,9489;80;12469;68;1950;2018;o
"250200040";BODZENTYN;50,9469;20,9514;270;15266;53;1951;2015;ko
"250140030";BOGATYNIA;50,8997;14,9806;295;13407;48;1970;2018;ko
"249190170";BOGDANÓWKA;49,7594;19,7881;812;7138;38;1981;2018;o
"251210050";BOGLEWICE;51,8069;20,9956;130;8694;55;1959;2014;o
"250160190";BOGUSZÓW-GORCE;50,7492;16,1897;520;12871;67;1951;2018;o
"250210060";BOGUSŁAWICE;50,8378;21,4172;240;3070;20;1995;2014;o
"250219999";BOGUSŁAWICE;null;null;0;3287;9;1986;1994;k
"252140070";BOLESZKOWICE;52,7267;14,5669;50;7700;47;1971;2018;o
"250199992";BOLESŁAW;50,2667;18,4667;315;7803;44;1956;2000;o
"250160050";BOLESŁAWICE;50,8944;16,4619;230;10627;63;1951;2014;o
"250160610";BOLESŁAWÓW;50,2547;16,8908;600;11278;35;1984;2018;ko
"250160030";BOLKÓW;50,925;16,0986;310;12153;65;1953;2018;o
"250190150";BONOWICE;50,6211;19,7936;260;4853;28;1991;2018;o
"252200080";BORKOWO;52,5619;20,6603;85;3761;21;1998;2018;o
"254200050";BORNITY;54,1844;20,0508;47;428;2;2015;2016;o
"250160070";BORÓW;50,8822;16,99;145;11409;65;1953;2018;o
"251150040";BOROWIEC;51,7972;15,8661;70;9899;57;1961;2018;o
"253170010";BOROWY MŁYN;53,9667;17,3072;154;9928;61;1957;2018;o
"250189987";BORUCIN;null;null;0;6766;36;1964;2000;o
"254170110";BORUCINO;null;null;0;1081;6;2000;2005;o
"254170210";BORUCINO;54,2536;17,9917;163;4718;14;2005;2018;k
"250200230";BORUSOWA;50,2778;20,7869;171;20666;58;1961;2018;k
"250200290";BORZĘCIN;50,0658;20,71;192;11316;64;1951;2015;o
"253180010";BOŻEPOLE SZLACHECKIE;53,9758;18,2311;116;11612;66;1951;2018;o
"250170430";BRANICE;50,0511;17,7989;310;7441;52;1966;2018;o
"254190040";BRANIEWO;54,3839;19,8375;20;11567;65;1951;2017;o
"252220050";BRAŃSK;52,7419;22,8264;125;10005;67;1951;2018;o
"251190010";BRATOSZEWICE;51,9222;19,6411;170;9474;62;1952;2014;o
"249180160";BRENNA;49,7536;18,8708;350;12051;34;1985;2018;k
"249189994";BRENNA;null;null;0;6677;36;1950;1985;o
"249180190";BRENNA-LEŚNICA;49,7203;18,905;420;7059;37;1982;2018;o
"252160220";BRODNICA K/POZNANIA;52,1408;16,8889;75;8948;53;1965;2018;o
"253190210";BRODNICA N/DRWĘCĄ;53,245;19,4028;80;10053;64;1950;2015;o
"252169997";BRODY;52,45;16,3167;95;4295;30;1951;1980;o
"251210240";BRODY IŁŻECKIE;51,0186;21,1969;190;9924;59;1959;2018;o
"253180050";BRODY POMORSKIE;53,8583;18,7603;22;1539;10;2000;2009;o
"251140030";BROŻEK (ZASIEKI);51,7183;14,6856;85;4665;23;1992;2014;o
"253190330";BRUDNICE;53,0703;19,8683;134;1049;6;2013;2018;o
"250180180";BRUSIEK;50,5808;18,8117;260;9403;55;1960;2015;o
"254160010";BRUSKOWO MAŁE;54,4847;16,8817;41;3706;19;2000;2018;o
"252200190";BRWINÓW;52,1397;20,7097;95;1481;10;1992;2001;o
"252209995";BRWINÓW;null;null;0;11443;32;1961;1992;k
"250180250";BRYNICA;50,4717;18,9989;283;12083;67;1951;2018;o
"250170050";BRZEG;50,8653;17,4778;135;9938;63;1951;2014;o
"251160230";BRZEG DOLNY;51,2622;16,7261;110;10605;61;1953;2014;o
"249220130";BRZEGI DOLNE;49,4433;22,6211;438;5261;26;1993;2018;o
"249229993";BRZEGI DOLNE;49,45;22,6167;438;10712;30;1961;1990;k
"251170170";BRZEZIE;51,4142;17,1483;105;9940;63;1951;2014;o
"249210020";BRZEZINY;49,9269;21,5533;290;10511;58;1956;2014;o
"253150240";BRZEŹNIAK;53,5372;15,6711;100;2205;11;2008;2018;o
"249190020";BRZEŹNICA;49,9639;19,6414;227;10257;64;1951;2014;o
"250219987";BRZEŹNICA N/WISŁOKĄ;50,1;21,4833;200;1267;8;1974;1981;o
"249219997";BRZOSTEK;49,8833;21,4167;215;9185;46;1951;1997;o
"253190190";BRZOZIE;53,3258;19,6089;140;9964;60;1954;2015;o
"249229994";BRZOZÓW;49,7;22,0167;320;7278;44;1951;1995;o
"251150120";BUCZYNA;51,5456;15,9019;130;10363;59;1955;2014;o
"253190010";BUCZYNIEC;53,9775;19,6186;100;9456;63;1951;2015;o
"253190340";BUCZYNIEC;53,9678;19,5847;100;543;4;2015;2018;o
"252159996";BUDACHÓW;52,15;15,1;85;768;5;1991;1995;o
"250219992";BUDY TUSZOWSKIE;50,3833;21,6667;180;1338;9;1985;1994;o
"251169997";BUDZISZÓW MAŁY;51,1;16,4667;155;3288;23;1954;1976;o
"251160270";BUDZISZÓW WIELKI;51,09;16,4222;155;6534;38;1976;2014;o
"249220020";BUDZIWÓJ;49,9672;22,0167;245;6859;40;1974;2014;o
"249199994";BUDZÓW;49,7833;19,6833;370;8503;51;1950;2000;o
"254170070";BUKOWINA;54,4222;17,8433;155;12058;66;1951;2018;o
"249200480";BUKOWINA TATRZAŃSKA;49,3375;20,0983;902;13756;47;1971;2018;ko
"250150260";BUKÓWKA;50,7128;15,9572;510;11909;63;1955;2018;o
"251209996";BUKÓWNO;51,55;20,85;160;546;4;1991;1994;o
"253220160";BURZYN;53,2786;22,4542;120;11630;66;1951;2018;o
"253180220";BYDGOSZCZ;53,1736;18,0458;55;9002;27;1992;2018;ko
"353170240";BYDGOSZCZ;53,1736;18,0458;0;11535;32;1951;1982;sk
"253170260";BYDGOSZCZ-SZWEDEROWO;53,0964;17,995;71;1644;8;2009;2016;ko
"250160550";BYSTRZYCA KŁODZKA;50,2944;16,6464;365;10955;63;1951;2014;o
"253190320";BYSZWAŁD;53,5331;19,7422;150;1605;8;2011;2018;o
"251159989";BYTOM ODRZAŃSKI;51,7333;15,8333;70;484;4;1988;1992;o
"251160010";BŁOTNICA;51,9917;16,2978;65;11325;62;1956;2018;o
"251150060";CEBER;51,7139;15,9972;70;13512;38;1981;2018;k
"251210280";Celejów;51,8611;21,3569;110;64;1;2009;2009;o
"252210230";CELESTYNÓW;52,0478;21,3892;130;3491;20;1995;2014;o
"249180030";CHAŁUPKI;49,9281;18,3192;205;11249;63;1953;2015;o
"250199995";CHECHŁO;null;null;0;4069;25;1968;1995;o
"251230140";CHEŁM;51,1428;23,5022;185;9028;56;1956;2013;o
"250160290";CHEŁMSKO ŚLĄSKIE;50,6711;16,07;500;13195;67;1951;2018;o
"251170190";CHEŁSTÓW;51,3394;17,4969;235;11952;63;1951;2014;o
"251200170";CHEŁSTY;51,2158;20,1486;220;12159;67;1951;2018;o
"250209995";CHMIELNIK;50,6167;20,7667;255;1592;12;1985;1997;o
"250219994";CHMIELÓW;50,5167;21,65;180;3287;9;1986;1994;k
"251150150";CHOCIANÓW;51,43;15,9089;145;10973;63;1951;2014;o
"250160430";CHOCIESZÓW;50,4558;16,4867;405;10555;57;1957;2014;o
"251170020";CHOCZ;51,9797;17,8619;95;9596;59;1959;2018;o
"252190110";CHODECZ;52,4028;19,0319;125;9605;63;1951;2014;o
"251220170";CHODEL;51,1125;22,1317;170;8724;43;1971;2014;o
"253169991";CHODZIEŻ;53;16,9167;60;5791;32;1950;1981;o
"252140010";CHOJNA;52,9644;14,4369;25;10878;67;1951;2018;o
"353170235";CHOJNICE;53,7153;17,5325;164;24592;68;1951;2018;sk
"251150190";CHOJNÓW;51,2728;15,9211;160;7711;49;1965;2014;o
"253200180";CHORZELE;53,2508;20,9025;121;10386;62;1951;2014;o
"250210180";CHORZELÓW;50,3481;21,4442;170;22567;68;1951;2018;ko
"253150180";CHOSZCZNO;53,1692;15,4064;55;11828;68;1950;2018;o
"252230090";CHRABOŁY;52,8622;23,1956;127;415;2;2015;2016;o
"250200190";CHROBERZ;50,4258;20,5572;180;9138;55;1959;2014;o
"252180010";CHROŚNA;52,9842;18,2186;85;2611;21;1988;2009;o
"250150010";CHROŚNICA;50,9739;15,7972;465;9469;49;1965;2014;o
"250190370";CHRZANÓW;50,1406;19,4153;280;11542;68;1950;2018;o
"253170210";CHRZĄSTOWO;53,1611;17,5836;105;13604;38;1981;2018;k
"251160170";CHWAŁKOWICE;51,4483;16,6131;180;11741;39;1980;2018;ko
"249190590";CHYŻNE;49,4194;19,7064;681;12194;64;1951;2014;o
"252230190";CICIBÓR;52,0769;23,1094;144;5569;16;2000;2015;k
"250150130";CIECHANOWICE;50,8672;15,9772;405;13115;67;1951;2018;o
"252220060";CIECHANOWIEC;52,6772;22,4944;125;8616;46;1968;2014;o
"252189999";CIECHOCINEK;52,8833;18,8;44;11729;40;1950;1989;ko
"253179990";CIECHOLEWY;53,8167;17,4167;125;456;3;1988;1992;o
"249210110";CIEKLIN;49,6506;21,3867;290;11650;63;1951;2014;o
"252200070";CIEKSYN;52,5833;20,6333;85;8357;47;1951;1998;o
"250190040";CIELĘTNIKI;50,8883;19,5736;230;11003;67;1951;2018;o
"251210150";CIEPIELÓW;51,2553;21,5908;160;8325;57;1957;2014;o
"250220160";CIEPLICE;50,2606;22,5931;198;8354;58;1956;2014;o
"250159998";CIEPLICE ŚLĄSKIE-ZDRÓJ;50,8667;15,7;335;7185;40;1950;1989;o
"253210240";CIERPIĘTA;53,1753;21,1506;117;11126;66;1951;2018;o
"250230160";CIESZANÓW;50,2336;23,1181;217;5204;15;2004;2018;k
"249180130";CIESZYN;49,7542;18,6483;295;18194;69;1950;2018;ko
"250190320";CIĘŻKOWICE K/KATOWIC;50,2119;19,3364;285;10085;63;1955;2018;o
"249209992";CIĘŻKOWICE K/N,SĄCZA;49,7833;20,9667;280;1673;9;1968;1976;o
"251160070";CIOŁKOWO;51,7425;16,9764;110;8796;53;1961;2014;o
"249220250";CISNA;49,2128;22,3311;549;12154;65;1953;2018;o
"250200110";CISÓW;50,7586;20,9028;326;5996;30;1985;2015;o
"251180220";CISOWA;51,0769;18,7119;205;9903;57;1961;2018;o
"352146170";COSCHEN;52,0192;14,7254;40;6909;18;2000;2018;s
"351140880";COTTBUS;51,776;14,3168;69;46566;131;1887;2018;s
"252140130";CYBINKA;52,1889;14,8167;50;10887;68;1950;2018;o
"250199986";CYKARZEW;null;null;0;366;2;1988;1989;o
"253169995";CZAPLINEK;53,5667;16,2333;130;7741;45;1950;1995;o
"250219984";CZARNA;50,0667;21,25;210;1406;9;1985;1994;o
"254179996";CZARNA DĄBRÓWKA;54,354;17,566;150;9494;32;1950;1988;ko
"251210310";CZARNA KOLONIA;51,4314;21,4511;160;890;6;2013;2018;o
"253180060";CZARNA WODA;53,8406;18,0928;125;8195;48;1960;2018;o
"250190050";CZARNCA;50,815;19,9128;245;11561;63;1951;2014;o
"253169996";CZARNE;53,6833;16,9333;130;5348;31;1950;1980;o
"250170170";CZARNOLAS;50,5928;17,3178;230;8629;58;1956;2014;o
"252200250";CZARNÓW-TOWARZYSTWO;52,2447;20,5481;88;336;2;2012;2013;o
"252210020";CZARNOWO;52,8819;21,535;94;428;2;2015;2016;o
"249199984";CZARNY DUNAJEC;null;null;0;2571;13;1970;1982;o
"251179995";CZARNY LAS;51,5;17,7667;130;1182;8;1984;1992;o
"251180120";CZARTORYJA;51,4953;18,4936;180;10373;67;1951;2018;o
"251179998";CZATKOWICE;51,5167;17,3833;112;1986;12;1968;1979;o
"249209993";CZCHÓW;49,8167;20,6667;325;1165;7;1985;1992;o
"250189991";CZEKANÓW;null;null;0;7305;20;1981;2000;k
"250190270";CZELADŹ;50,3286;19,0819;280;11171;67;1951;2018;o
"251220060";CZEMIERNIKI;51,6731;22,6192;155;9661;63;1951;2014;o
"252170140";CZERNIEJEWO;52,4242;17,4856;110;10972;65;1953;2018;o
"252180030";CZERNIKOWO;52,9442;18,9417;96;11170;67;1951;2018;o
"251160020";CZERWONA WIEŚ;51,9569;16,8083;75;10427;65;1953;2018;o
"350190550";CZĘSTOCHOWA;50,8119;19,0917;294;24591;68;1951;2018;sk
"251220140";CZESŁAWICE;51,3033;22,2544;205;4452;23;1992;2014;o
"251229997";CZESŁAWICE;null;null;0;1582;5;1988;1992;k
"249209978";CZORSZTYN-NADZAMCZE;49,4333;20,3333;650;7236;37;1951;1997;ko
"252220040";CZYŻEW;52,7975;22,3378;130;4603;27;1981;2008;o
"252219991";CZŁEKÓWKA;52,05;21,45;130;911;5;1991;1995;o
"253160170";CZŁOPA;53,0847;16,1158;85;11593;68;1950;2018;o
"253170080";CZŁUCHÓW;53,6756;17,3831;169;11072;63;1951;2014;o
"252180250";DĄBIE;52,0869;18,8278;100;10902;67;1951;2018;o
"252179995";DĄBROWA;52,75;17,95;110;644;5;1991;1995;o
"250200270";DĄBROWA TARNOWSKA;50,1778;20,99;210;8607;49;1961;2010;o
"250200360";DĄBROWA TARNOWSKA;50,1861;20,9911;197;986;5;2011;2015;o
"250170550";DĄBRÓWKA GÓRNA;50,5394;17,9286;170;1350;8;2007;2014;o
"251200270";DĄBRÓWKA STARA;51,7803;20,7369;174;2869;17;2002;2018;o
"250209998";DALESZYCE;50,8;20,8167;260;1033;7;1985;1992;o
"251200060";DAŃKÓW;51,7317;20,6869;155;1442;9;1995;2003;o
"253150120";DARŻ;53,4756;15,0383;60;3520;19;2000;2018;o
"254160020";DARŁOWO;54,4306;16,3683;9;23453;66;1950;2015;ko
"252210190";DĘBE WIELKIE;52,1983;21,4406;120;11740;63;1951;2014;o
"250219983";DĘBICA;50,05;21,4167;215;799;5;1968;1972;o
"250180050";DĘBINIEC;50,8739;18,0869;185;9349;60;1954;2014;o
"251210080";DĘBLIN;51,5667;21,8233;118;11027;63;1951;2014;o
"249200340";DĘBNO;49,4658;20,2094;536;4837;25;1991;2015;o
"249209972";DĘBNO;null;null;0;1461;4;1986;1989;k
"252189992";DĘBOWICE;52,1833;18,8667;110;1663;10;1985;1995;o
"253220080";DĘBOWO;53,6106;22,9306;115;11511;66;1951;2018;o
"252180190";DĘBY SZLACHECKIE;52,2919;18,6042;120;10016;68;1950;2018;o
"249200070";DOBCZYCE;49,8775;20,0706;308;13902;48;1968;2015;ko
"252150020";DOBIEGNIEW;52,9683;15,7486;70;8560;57;1961;2018;o
"249209989";DOBRA;49,7167;20,25;465;1734;9;1985;1994;o
"253159997";DOBRA;53,5833;15,3;80;870;7;1982;1992;o
"251180030";DOBRA K/KOŁA;51,9281;18,6228;120;10735;67;1951;2018;o
"252189996";DOBRE;52,6833;18,5667;90;4551;31;1950;1980;o
"253190030";DOBROCIN;53,9083;19,8281;118;13398;46;1973;2018;ko
"250180110";DOBRODZIEŃ;50,7264;18,4378;230;11097;62;1952;2014;o
"250170110";DOBROGOSZCZ;50,7586;17,0172;175;21826;61;1956;2016;ko
"250160040";DOBROMIERZ;50,9128;16,2494;275;10147;63;1951;2014;o
"254199996";DOBRY;null;null;0;474;4;1991;1995;o
"253210220";DOBRYLAS;53,2964;21,8272;104;11009;66;1951;2018;o
"253210280";DOBRYLAS;53,2853;21,8647;102;31;1;2015;2015;o
"251190150";DOBRYSZYCE;51,1475;19,4083;215;10658;67;1951;2018;o
"251200040";DOLECK;51,8961;20,3061;120;7062;44;1965;2009;o
"249200550";DOLINA PIĘCIU STAWÓW;49,2136;20,0478;1674;9892;28;1991;2018;k
"251170010";DOLSK;51,9894;17,0606;80;10241;62;1955;2017;o
"252220190";DOMANICE;52,0381;22,1717;160;12009;63;1951;2014;o
"251230150";DOROHUSK;51,17;23,7889;180;10578;68;1950;2018;o
"253209990";DOZINY;53,0167;20,25;120;6726;42;1951;1994;o
"253230180";DRAHLE;53,3856;23,555;162;1265;7;2012;2018;o
"253150170";DRAWNO;53,2131;15,77;85;3975;26;1991;2016;o
"253150110";DRAWSKO POMORSKIE;53,5286;15,8178;112;11795;68;1950;2018;o
"252150070";DREZDENKO;52,8519;15,8439;30;11588;68;1950;2018;o
"250180140";DRONIOWICE;null;null;0;8132;53;1951;2009;o
"250180580";DRONIOWICE;50,6953;18,8081;270;5265;16;2003;2018;k
"251200020";DROZDY;51,9833;20,8167;160;5528;42;1960;2002;o
"253220050";DRYGAŁY;53,6914;22,1089;136;11209;66;1951;2018;o
"251199996";DRZEWOCINY;51,5333;19,3167;185;3538;23;1969;1992;o
"254220040";DUBENINKI;54,2869;22,5817;190;9649;57;1956;2014;o
"251239998";DUBIENKA;51,05;23,8833;180;3698;21;1968;1992;o
"249210140";DUKLA;49,5669;21,6806;385;12851;41;1975;2015;ko
"252190070";DUNINÓW;52,5828;19,4822;55;9961;62;1951;2014;o
"250169994";DUSZNIKI-ZDRÓJ;50,4;16,3833;532;5113;14;1961;1974;k
"249220260";DWERNIK;49,2208;22,6339;543;10327;54;1964;2018;o
"250160340";DWORKI;50,615;16,4175;630;6566;31;1981;2012;o
"254150010";DYGOWO;54,1264;15,7247;35;2918;19;2000;2018;o
"249220040";DYNÓW;49,8353;22,235;249;24342;68;1951;2018;k
"253210330";DZBENIN;53,0514;21,5456;95;508;3;2016;2018;o
"253190090";DZIARNY;53,5697;19,6139;100;3276;20;1999;2018;o
"253200190";DZIAŁDOWO;53,2381;20,1853;150;8898;51;1956;2009;o
"251180210";DZIAŁOSZYN;51,1175;18,8678;205;9946;55;1961;2016;o
"250190350";DZIEĆKOWICE;50,1794;19,2067;245;9879;63;1955;2018;o
"252169994";DZIERŻĄŻNO WIELKIE;52,9833;16,2;85;497;5;1991;1995;o
"253190020";DZIERZGOŃ;53,9167;19,35;15;7700;51;1950;2002;o
"250160260";DZIERŻONIÓW;50,7197;16,6528;260;10773;63;1955;2018;o
"250170290";DZIEWIĘTLICE;50,4114;17,0842;230;11291;67;1951;2018;o
"254140010";DZIWNÓW;54,0222;14,7317;4;21817;61;1955;2015;k
"251159998";DŁUGIE;52,65;15,6167;150;5138;35;1950;1992;o
"254190110";DŁUGOBÓR;54,2219;19,9914;89;9868;66;1951;2018;o
"250160590";DŁUGOPOLE-ZDRÓJ;50,2497;16,6333;365;16640;48;1971;2018;ko
"354190160";ELBLĄG;54,2233;19,5436;189;24592;68;1951;2018;sk
"253229998";ELŻBIECIN;null;null;0;732;5;1968;1972;o
"253220030";EŁK;53,8317;22,3278;120;11430;66;1951;2018;o
"253180180";FALĘCIN;53,2311;18,5392;90;6383;41;1976;2018;o
"252200140";FAMUŁKI BROCHOWSKIE;52,3111;20,3511;70;7319;45;1969;2014;o
"253230110";FASTY;53,1775;23,0258;114;10293;64;1951;2016;o
"251229996";FELIN;null;null;0;9131;25;1961;1985;k
"253180080";FRĄCA;53,7178;18,6336;95;8250;57;1951;2009;o
"253200120";FRĄKNOWO;53,4397;20,3267;191;4596;27;1991;2018;o
"250220080";FRAMPOL;50,675;22,6661;243;10011;64;1951;2015;o
"254209999";FRANKNOWO;null;null;0;435;3;1991;1994;o
"254190050";FROMBORK;54,3603;19,6772;2;13586;48;1968;2015;ko
"249219990";FRYSZTAK;null;null;0;900;7;1991;1997;o
"250230130";FUTORY;50,1967;23,0464;239;9724;64;1951;2015;o
"251210170";GADKA;51,1353;21,0081;235;8743;58;1951;2009;o
"250160380";GAJÓW;50,5308;16,4206;425;10841;63;1951;2014;o
"254200060";GALINY;54,1628;20,8281;96;10868;62;1951;2014;o
"251230090";GARBATÓWKA;51,3528;23,1;170;10427;67;1951;2018;o
"253180110";GARDEJA;53,6114;18,9456;90;10136;66;1951;2018;o
"251150090";GAWORZYCE;51,6228;15,8744;140;10354;59;1955;2014;o
"250219982";GAWŁUSZOWICE;null;null;0;574;4;1991;1994;o
"354180155";GDAŃSK ŚWIBNO;54,3336;18,9344;7;5446;17;1982;2018;s
"354180140";GDAŃSK-PORT PÓŁNOCNY;54,3997;18,6978;2;9497;26;1987;2012;s
"254180090";GDAŃSK-RĘBIECHOWO;54,3711;18,4867;147;10764;36;1975;2018;ko
"354180150";GDAŃSK-RĘBIECHOWO;54,3711;18,4867;0;14001;39;1951;1999;sk
"254180110";GDAŃSK-ŚWIBNO;54,3336;18,9344;0;19687;55;1951;2012;ko
"254189999";GDAŃSK-WRZESZCZ;null;null;0;2188;12;1968;1986;o
"249209996";GDÓW;49,9;20,2167;240;1852;12;1985;1997;o
"254180060";GDYNIA;54,5189;18,5594;2;24150;68;1951;2018;ko
"254180230";GDYNIA DĄBROWA;54,4686;18,4492;157;101;1;2009;2009;o
"252180130";GĘBICE;52,6006;18,0267;100;9647;63;1955;2018;o
"249190040";GIERAŁTOWICE;49,9381;19,3792;296;9646;56;1959;2014;o
"250150070";GIERCZYN;50,9322;15,4011;470;10935;57;1957;2014;o
"253200040";GIETRZWAŁD;53,7378;20,2086;110;9966;62;1951;2014;o
"249199991";GILOWICE;49,7167;19,3167;395;1649;10;1985;1994;o
"253199999";GIRGAJNY;53,8667;19,6667;107;4507;31;1950;1980;o
"253220010";GIŻE;53,9914;22,3939;144;9267;59;1954;2014;o
"254219999";GIŻYCKO;null;null;0;7305;20;1961;1980;k
"252150030";GIŻYN K/GORZOWA WLKP,;52,9439;15,0117;65;8113;50;1968;2018;o
"249219992";GLINIK MARIAMPOLSKI;49,6667;21,1667;280;630;4;1968;1972;o
"250189986";GLIWICE;null;null;0;1709;11;1981;1992;o
"250169999";GNIECHOWICE;50,9833;16,8333;145;2999;19;1968;1992;o
"253189997";GNIEW;53,8333;18,8167;35;4898;30;1968;1999;o
"252170110";GNIEZNO;52,5575;17,5319;170;24076;69;1950;2018;ko
"249200060";GNOJNIK;49,8953;20,5883;310;3423;20;1996;2015;o
"249180050";GOCZAŁKOWICE-ZDRÓJ;49,9408;18,9806;250;12440;67;1951;2018;o
"250190260";GOLCZOWICE K/OLKUSZA;50,3614;19,6033;325;10441;56;1962;2018;o
"250179997";GOLCZOWICE OPOLSKIE;null;null;0;850;5;1968;1972;o
"253140060";GOLENIÓW;53,5939;14,8883;33;13239;37;1982;2018;k
"253140070";GOLENIÓW;53,5739;14,8242;12;11081;64;1950;2014;o
"251160090";GÓRA;51,665;16,5494;85;10039;60;1954;2014;o
"251210010";GÓRA KALWARIA;51,9856;21,2075;115;10473;68;1950;2018;o
